supplier-id,kem-id,sticker,quantity,description
07S4310001-12,IN07S4310001-12,07S4310001-12_LA431OCRPA.btw,2500,IC SMD V-REG LA431OCRPA SOT23-3L Vref:2.495V Packing:Reel
07S4320001-12,IN07S4320001-12,07S4320001-12_LA432OCRPA.btw,2500,V-Reg IC SMD LA432OCRPA SOT23-3L Vref:1.24V Packing:Reel
01S2402K11-00,IN01S2402K11-00,01S2402K11-00_0402_24K_1%.btw,10000,RES SMD 0402 24K 1/16W 1% -55~155°C
01S3003K11_04,IN01S3003K11_04,01S3003K11_0402_300K_1%.btw,5000,#N/A
01S3007K11-00,IN01S3007K11-00,01S3007K11-00_0402_30R_1%.btw,10000,RES SMD 0402 30R 1/16W 1% -55~155°C
01S6202K11-00,IN01S6202K11-00,01S6202K11-00_0402_62K_1%.btw,10000,RES SMD 0402 62K 1/16W 1% -55~155°C
01S8201K11-00,IN01S8201K11-00,01S8201K11-00_0402_8K2_1%.btw,10000,RES SMD 0402 8.2K 1/16W 1% -55~155°C
01S9101K11-00,IN01S9101K11-00,01S9101K11-00_0402_9K1_1%.btw,10000,RES SMD 0402 9.1K 1/16W 1% -55~155°C
01S0037511_21,IN01S0037511_21,01S0037511_21_2512_0R3_1%.btw,5000,#N/A
01S1003311-13,IN01S1003311-13,01S1003311-13_0603_100K_1%.btw,5000,SMD CHIP Thermistor RES 0603 JSNB104F405F 100K 1/10W 1% -40~125°C Packing:Reel
01S1203110-00,IN01S1203110-00,01S1203110-00_1206_120K_1%.btw,5000,RES SMD 1206 120K 1/4W 1% -55~155°C
01S1802310-00,IN01S1802310-00,01S1802310-00_0603_18K_1%.btw,5000,SMD RES 0603 18K 1/10W 1% -55~155°C
01S3003110-00,IN01S3003110-00,,5000,SMD RES 1206 300K 1/4W 1% -55~155°C
01S3303111-00,IN01S3303111-00,01S3303111-00_1206_330K_1%.btw,5000,RES SMD 1206 330K 1/4W 1% 500V -55~155°C
01S5104110-00,IN01S5104110-00,01S5104110-00_1206_5M1_1%.btw,5000,RES SMD 1206 5.1M 1/4W 1% -55~155°C Automotive grade
01S6201310-00,IN01S6201310-00,01S6201310-00_0603_6.2K_1%.btw,5000,RES SMD 0603 6.2K 1/10W 1% -55~155°C
02S1031990-00,IN02S1031990-00,02S1031990-00_1206_103K_630V_10%.btw,3000,CAP SMD 1206 103K/630V X7R -55~125°C ±10%
02S1040560-00,IN02S1040560-00,02S1040560-00_0805_104_50V_K.btw,3000,CAP SMD 0805 104K/50V X7R -55~125°C ±10%
02S1060301-00,IN02S1060301-00,02S1060301-00_1206_106K_25V_10%.btw,3000,CAP SMD 1206 106K/25V X7R -55~125°C ±10%
02S2250360-00,IN02S2250360-00,02S2250360-00_0808_225K_25V_10%.btw,3000,CAP SMD 0805 225K/25V X7R -55~125°C±10%
02S4700531-00,IN02S4700531-00,02S4700531-00_0402_47P_50V_J.btw,10000,CAP SMD 0402 470J/50V COG -55~125°C ±5%
03S3216001-13,IN03S3216001-13,03S3216001-13_HCB3216KF.btw,3000,BEAD CORE CHIP CB3216KF-300T80 Idc=8A Rdc=0.01? Z=30? 3216 -55~125°C Packing:Reel
05S1000000-10,IN05S1000000-10,05S1000000-10_ES1D 1A200V.btw,3000,DIODE SMD ES1D SMA(DO-214AC) 1A/200V VF=0.92Vmax(IF=1A) Trr?35ns 150°C
05S5262000-18,IN05S5262000-18,05S5262000-18_LMLMSZ5262BT1G 51.btw,3000,DIODE SMD ZENER SOD-123 LMSZ5262BT1G 51(48.45~53.55)V -55~150°C 1/2W
07A6562000-05,IN07A6562000-05,07A6562000-05_L6562DTR.btw,2500,IC SMD SO-8 L6562DTR VCCon:12V
06S7702001-23,IN06S7702001-23,06S7702001-23_SVSP7N70DD2TR.btw,2500,MOS SMD N-MOS SVSP7N70DD2TR 7A/650V RDS(on)=0.6?max(ID=3.5A) -55~150? TO-252-2L Packing:Reel
01S8202K11-00,IN01S8202K11-00,01S8202K11-00_0402_82K_1%.btw,10000,RES SMD 0402 82K 1/16W 1% -55~155?
01S0017511-03,IN01S0017511-03,01S0017511-03_2512_0.1 OHM_1%.btw,5000,RES SMD 0.1R RLP2512 2W 1% -55~170?
01S1303310-00,IN01S1303310-00,01S1303310-00_0603_130K_1%.btw,5000,CHIP RES 130K 1/10W 1% -55~155°C 0603
02S4720530-00,IN02S4720530-00,02S4720530-00_0603_9BB_472.btw,5000,CHIP CAP 472K/50V X7R -55~125°C ±10% 0603
01S1103110-00,IN01S1103110-00,01S1103110-00_1206_110K_1%.btw,5000,SMD RES 1206 110K 1/4W 1% -55~155°C
02S4731990-00,IN02S4731990-00,02S4731990-00_1206_47NF_10%.btw,3000,SMD CAP 1206 473K/630V X7R -55~125°C ±10%
01S5102310-00,IN01S5102310-00,01S5102310-00_0603_51K_1%.btw,5000,SMD RES 0603 51K 1/10W 1% -55~155°C
05S3121000-18,IN05S3121000-18,05S3121000-18_LM3Z12VT1G.btw,3000,CHIP ZENER DIODE LM3Z12VT1G 12V 1/5W 150°C SOD-323 PACKING:REEL
01S1303110-00,IN01S1303110-00,01S1303110-00_1206_130k_1%.btw,5000,RES SMD 1206 130K 1/4W 1% -55~155°C
05S2000001-06,IN05S2000001-06,05S2000001-06_US2Q-TP.btw,3000,US2Q 2A/1200V VF=1.7Vmax(IF=2A) Trr = 100ns -50~150°C SMB(DO-214AA) Packing:Reel
01S2703310-00,IN01S2703310-00,01S2703310-00_0603_270K_1%.btw,5000,CHIP RES 270K 1/10W 1% -55~155°C 0603
05S5235100-18,IN05S5235100-18,05S5235100-18_LMSZ5235BT1G.btw,3000,CHIP ZENER DIODE LMSZ5235BT1G 6.8V 1/2W 125°C SOD-123 PACKING:REEL
01S4707121-02,IN01S4707121-02,01S4707121-02_1206_47R_5%.btw,5000,SMD RES 1206 47R 5% -55~155°C Anti-Surge
01S3902310-00,IN01S3902310-00,01S3902310-00_0603_39K_1%.btw,5000,RES SMD 39K 1/10W 1% -55~155? 0603
01S2202310-00,IN01S2202310-00,01S2202310-00_0603_22K_1%.btw,5000,SMD RES 0603 22K 1/10W 1% -55~155°C
01S2201310-00,IN01S2201310-00,01S2201310-00_0603_2K2_1%.btw,5000,SMD RES 0603 2.2K 1/10W 1% -55~155°C
05S5236100-18,IN05S5236100-18,05S5236100-18_LMSZ5236BT1G.btw,3000,DIODE SMD ZENER LMSZ5236BT1G 7.5V 1/2W 125°C SOD-123 Packing:Reel
01S3601310-00,IN01S3601310-00,01S3601310-00_0603_3K6_1%.btw,5000,SMD RES 0603 3.6K 1/10W 1% -55~155°C
01S3003310-00,IN01S3003310-00,01S3003310-00_0603_300K_1%.btw,5000,SMD RES 0603 300K 1/10W 1% -55~155°C
01S5107110-00,IN01S5107110-00,01S5107110-00_1206_51R_1%.btw,5000,SMD RES 1206 51R 1/4W 1% -55~155°C
01S2404110-00,IN01S2404110-00,01S2404110-00_1206_2M4_1%.btw,5000,SMDRES 1206 2.4M 1/4W 1% -55~155°C
01S2004310-00,IN01S2004310-00,01S2004310-00_0603_2M_1%.btw,5000,SMD RES 0603 2M 1/10W 1% -55~155°C
01S7500310-00,IN01S7500310-00,01S7500310-00_0603_750R_1%.btw,5000,SMD RES 0603 750R 1/10W 1% -55~155°C
01S1101310-00,IN01S1101310-00,01S1101310-00_0603_1K1_1%.btw,5000,SMD RES 0603 1.1K 1/10W 1% -55~155°C
01S2003310-00,IN01S2003310-00,01S2003310-00_0603_200K_1%.btw,5000,SMD RES 0603 200K 1/10W 1% -55~155°C
01S1004310-00,IN01S1004310-00,01S1004310-00_0603_1M_1%.btw,5000,SMD RES 0603 1M 1/10W 1% -55~155°C
01S1301310-00,IN01S1301310-00,01S1301310-00_0603_1K3_1%.btw,5000,RES SMD 0603 1.3K 1/10W 1% -55~155?
01S6801310-00,IN01S6801310-00,01S6801310-00_0603_6K8_1%.btw,5000,SMD RES 0603 6.8K 1/10W 1% -55~155°C
01S1501310-00,IN01S1501310-00,01S1501310-00_0603_1K5_1%.btw,5000,SMD RES 0603 1.5K 1/10W 1% -55~155°C
01S0000120-00,IN01S0000120-00,01S0000120-00_1206_0R_5%.btw,5000,RES SMD 1206 0R 1/4W 5% -55~155°C
01S0568Y11-00,IN01S0568Y11-00,01S0568Y11-00_1206_0.56R_1%.btw,5000,"SMD RES 1206 Anti-Surge, 0.56R 1% -55~155? 120"
01S1500K11-00,IN01S1500K11-00,01S1500K11-00_0402_150 OHM_1%.btw,10000,"SMD RES 0402, 150R 1/16W 1% -55~155?"
01S1503K11-00,IN01S1503K11-00,01S1503K11-00_0402_150K_1%.btw,10000,"SMD RES 0402, 150K 1/16W 1% -55~155?"
01S1504K11-00,IN01S1504K11-00,01S1504K11-00_0402_1M5_1%.btw,10000,"SMD RES 0402, 1.5M 1/16W 1% -55~155"
01S1601K11-00,IN01S1601K11-00,01S1601K11-00_0402_1k6_1%.btw,10000,"SMD RES 0402, 1.6K 1/16W 1% -55~155°C"
01S1602K11-00,IN01S1602K11-00,01S1602K11-00_0402_16K_1%.btw,10000,"SMD RES 0402, 16K 1/16W 1% -55~155?"
01S2202K11-00,IN01S2202K11-00,01S2202K11-00_0402_22K_1%.btw,10000,"SMD RES 0402, 22K 1/16W 1% -55~155°C"
01S2702K11-00,IN01S2702K11-00,01S2702K11-00_0402_27K_1%.btw,10000,"SMD RES 0402, 27K 1/16W 1% -55~155?"
01S3302K11-00,IN01S3302K11-00,01S3302K11-00_0402_33K_1%.btw,10000,"SMD RES 0402, 33K 1/16W 1% -55~155?"
01S3602K11-00,IN01S3602K11-00,01S3602K11-00_0402_36K_1%.btw,10000,RES SMD 0402 36K 1/16W 1% -55~155°C
01S4301K11-00,IN01S4301K11-00,01S4301K11-00_0402_4k3_1%.btw,10000,RES SMD 0402 4.3K 1/16W 1% -55~155°C
01S6200K11-00,IN01S6200K11-00,01S6200K11-00_0402_620 OHM_1%.btw,10000,"SMD RES 0402, 620R 1/16W 1% -55~155?"
01S0018512-03,IN01S0018512-03,01S0018512-03_2512_0.01R_1%.btw,5000,"SMD RES (METAL Alloy) 2512, 0.01R 2W 1% -55~170? RLP2512"
01S0037511-21,IN01S0037511-21,01S0037511-21_2512_0.3R_1%.btw,5000,RES SMD (METAL FILM)0.3R 2W 1% -55~170°C TGL2512
01S0158511-03,IN01S0158511-03,01S0158511-03_2512_0.15 OHM_1%.btw,5000,RES SMD (METAL ALLOY)0.15R 2W 1% -55~170°C RLP2512
01S0759510-11,IN01S0759510-11,01S0759510-11_2512_0.075R_1%.btw,5000,"SMD RES 2512 (LR2512-22R075F4)(Metal Alloy), 0.075R 2W 1% -55~170°C"
01S0828110-00,IN01S0828110-00,01S0828110-00_1206_82R_1%.btw,5000,"SMD RES 1206, 0.82R, 1/4W, 1% -55~155"
01S1008110-00,IN01S1008110-00,,5000,SMD RES 1206 1R 1/4W 1% -55~155?
01S2002321-13,IN01S2002321-13,01S2002321-13_0603_2K_5%.btw,5000,"SMD THERMISTOR RES 0603, NTC 2K 1/10W 5% -40~125? Packing:Reel"
01S2701210-00,IN01S2701210-00,01S2701210-00_0805_2K7_1%.btw,5000,"SMD RES 0805, 2.7K 1/8W 1% -55~155?"
01S2703110-00,IN01S2703110-00,01S2703110-00_1206_270K_1%.btw,5000,"SMD RES 1206, 270K 1/4W 1% -55~155?"
01S3002210-00,IN01S3002210-00,01S3002210-00_0805_30K_1%.btw,5000,RES SMD 0805 30K 1/8W 1% -55~155°C
01S4302110-00,IN01S4302110-00,01S4302110-00_1206_43K_1%.btw,5000,"SMD RES 1206, 43K, 1/4W, 1% -55~155°C"
01S4701110-00,IN01S4701110-00,01S4701110-00_1206_4K7_1%.btw,5000,"SMD RES 1206, 4.7K 1/4W 1% -55~155?"
01S4701310-00,IN01S4701310-00,01S4701310-00_0603_4K7_1%.btw,5000,"SMD RES 0603, 4.7K 1/10W 1% -55~155"
01S5100340-00,IN01S5100340-00,01S5100340-00_0603_510R_.btw,5000,"SMD RES 0603, 510R 1/10W 0.1% -55~1"
02S1002101-00,IN02S1002101-00,02S1010552-00,3000,"SMD CAP 1206 (10PF), 100J/1KV NP0 -55~125°C ±5%"
02S1060290-00,IN02S1060290-00,02S1060290-00_1206_10UF_16V_10%.btw,3000,"SMD CAP 1206, 106K/16V X7R -55~125?"
02S3320530-00,IN02S3320530-00,02S3320530-00_0603_332_50V.btw,5000,CAP SMD 0603 332K/50V X7R -55~125°C ±10%
02S3330530-0,IN 02S3330530-0,02S3330530-00_0603_333_50v_10%.btw,#N/A,#N/A
02S4722190-00,IN02S4722190-00,02S4722190-00_1206_472K_1KV_10%.btw,3000,CAP SMD 1206 472K/1KV X7R -55~125°C ±10%
02S4750390-00,IN02S4750390-00,02S4750390-00_1206_475_25V_10%.btw,3000,"SMD CAP 1206, 475K/25V X7R -55~125? ±10%"
03S3216001-09,IN03S3216001-09,03S3216001-09_300 OHM_1206_25%.btw,3000,CHIP BEAD CORE (MULTILAYER -SMD-FERRITE)EPBY321611T-301Y-N Idc=3A Rdc=0.06O Z=300O 1206 -40~125? PACKING REEL
04S2500001-02,IN04S2500001-02,04S2500001-02_SMAJ250CA.btw,3000,"SMD TVS Diode, SMAJ250CA(279~309V) SMA(DO-214AC)"
04S6010001-19,IN04S6010001-19,04S6010001-19_ACPA4532-600LF_780V.btw,3000,SMD GAS DISCHARGE TUBE ACPA4532-600LF(420~780V) 4.5*3.2*2.7 -40~105°C SMD Packing:Reel
05S3000001-17,IN05S3000001-17,05S3000001-17_GS3JB.btw,3000,Chip Rectifier Diode GS3JB 3A/600V 150? SMB(DO-214AA) Packing:Reel
05S3600001-10,IN05S3600001-10,05S3600001-10_MURS360.btw,3000,"SMD U FAST DIODE, MURS360 3A/600V -55~175°C SMC(DO-214AB)Packing:Reel"
05S5218000-06,IN05S5218000-06,05S5218000-06_BZT52C18S-TP 18V.btw,3000,SMD ZENER DIODE BZT52C18S-TP 18V 1/5W 150? SOD-323 Packing:Reel
05S5243100-18,IN05S5243100-18,05S5243100-18_LMSZ5243BT1G.btw,3000,"SMD Zener Diode, LMSZ5243BT1G 13V 1/2W,SOD-123 Packing:Reel,"
05S5244100-18,IN05S5244100-18,05S5244100-18_LMSZ5244BT1G.btw,3000,CHIP ZENER DIODE 14V 1/2W SOD-123 Packing:Reel
05S5245000-06,IN05S5245000-06,05S5245000-06_MMSZ5245B-TP.btw,3000,"SMD Zener Diode, MMSZ5245B-TP, 15V, 1/2W, SOD-123 Packing:Reel"
06S6072001-11,IN06S6072001-11,06S6072001-11_AP60PN72REN.btw,2500,"CHIP N-MOS AP60PN72REN 0.053A/600V RDS(on)=72?max(VGS=10V,ID=50mA) -55~150? SOT-23 Packing:Reel"
06S7042001-23,IN06S7042001-23,06S7042001-23_SVS70R420DE3TR.btw,2500,"SMD N-MOS, SVS70R420DE3TR 11A/650V, RDS(on)=420m?max(ID=5.5A) -55-150°C TO-252-2L Packing:Reel"
07C1019000-10,IN07C1019000-10,07C1019000-10_EL1019.btw,2500,SMD Photo Coupler EL1019(TA)-VG(CTR:200~400) Packing:Reel
07S2801201-02,IN07S2801201-02,07S2801201-02_NCL2801CDADR2G.btw,2500,"SMD PFC IC, SOIC- 8 NCL2801CDADR2G, NCL2801CDADR2G -40~15 Packing:Reel"
07S7252101-49,IN07S7252101-49,07S7252101-49_TPA7252A.btw,2500,"SMD Operational amplifier IC, TPA7252A-SO1R -40~125? Vref:2.5V SOP8 Packing:Reel"
01S3003K11-00,IN01S3003K11-00,01S3003K11_0402_300K_1%.btw,10000,RES SMD 0402 300K 1/16W 1% -55~155°C
01S3601K11-00,IN01S3601K11-00,01S3601K11-00_0402_3K6_1%.btw,10000,RES SMD 0402 3.6K 1/16W 1% -55~155?
01S4302K11-00,IN01S4302K11-00,01S4302K11-00_0402_43K_1%.btw,10000,RES SMD 0402 43K 1/16W 1% -55~155?
01S6802K11-00,IN01S6802K11-00,01S6802K11-00_0402_68K_1%.btw,10000,RES SMD 0402 68K 1/16W 1% -55~155?
01S5102110-00,IN01S5102110-00,01S5102110-00_1206_51k_1%.btw,5000,RES SMD 1206 51K 1/4W 1% -55~155°C
02S1530301-00,IN02S1530301-00,02S1530301-00_0402_15NF_10%.btw,10000,CAP SMD 0402 153K/25V X7R -55~125? ±10%
05S3600000-12,IN05S3600000-12,05S3600000-12_MUR360S.btw,3000,DIODE SMD U-FAST DIODE MUR360S 3A/600V -65~175°C SMC(DO-214AB)
05SGS3J000-03,IN05SGS3J000-03,05SGS3J000-03_GS3J-B_3A.btw,3000,DIODE SMD RECTIFIER GS3J-B 3A/600V SMB/DO-214AA Packing:Reel
01S5100110-00,IN01S5100110-00,01S5100110-00_1206_510_1%.btw,5000,"RES SMD 1206, 510R 1/4W 1% -55~155°C"
05S5239100-18,IN05S5239100-18,05S5239100-18_LMSZ5239BT1G.btw,3000,CHIP ZENER DIODE 9.1V 1/2W SOD-123 Packing:Reel
01S1101K11-00,IN01S1101K11-00,01S1101K11-00_0402_1k1_1%.btw,10000,RES SMD 0402 1.1K 1/16W 1% -55~155°C
01S1203K11-00,IN01S1203K11-00,01S1203K11-00_120k_1%.btw,10000,SMD RES 0402 120K 1/16W 1% -55~155°C
01S1500K11-00,IN01S1500K11-00,01S1500K11-00_0402_150 OHM_1%.btw,10000,"SMD RES 0402, 150R 1/16W 1% -55~155?"
01S2201K11-00,IN01S2201K11-00,01S2201K11-00_0402_2k2_1%.btw,10000,RES SMD 0402 2.2K 1/16W 1% -55~155?
01S6201K11-00,IN01S6201K11-00,01S6201K11-00_6K2-1%.btw,10000,SMD RES 0402 6.2K 1/16W 1% -55~155°C
01S0018511-21,IN01S0018511-21,01S0018511-21_2512_1%_0.05.btw,5000,RES SMD (METAL ALLOY) 0.05R 2W 1% -55~170? MA2512)
01S0018512-21,IN01S0018512-21,01S0018512-21_2512_0.03r_1%.btw,5000,RES SMD (METAL ALLOY) 0.03R 2W 1% -55~170°C MA2512
01S3901110-00,IN01S3901110-00,01S3901110-00_1206_3K9_1%.btw,5000,SMD RES 1206 3.9K 1/4W 1% -55~155°C
01S3902110-00,IN01S3902110-00,01S3902110-00_39k_1206_1% - Copy.btw,5000,RES SMD 1206 39K 1/4W 1% -55~155?
01S4702210-00,IN01S4702210-00,01S4702210-00_47k_1%.btw,5000,"SMD RES 0805, 47K 1/8W 1% -55~155?"
01S5101110-00,IN01S5101110-00,01S5101110-00_5k1_1%.btw,5000,RES SMD 1206 5.1K 1/4W 1% -55~155°C
01S6800310-00,IN01S6800310-00,01S6800310-00_680 OHM _1%.btw,5000,RES SMD 0603 680R 1/10W 1% -55~155°C
01S7501110-00,IN01S7501110-00,01S7501110-00_1206_7K5_1%.btw,5000,RES SMD 1206 7.5K 1/4W 1% -55~155°C
02S4730201-00,IN02S4730201-00,02S4730201-00_47NF_10%.btw,10000,SMD CAP 0402 473K/16V X7R -55~125°C ±10%
04S1020001-21,IN04S1020001-21,04S1020001-21_BF102M.btw,3000,SMD GAS DISCHARGE TUBE BF102M(800~1200V) 4.2*5*5 -40~125°C SMD Packing:Reel
04S2516101-21,IN04S2516101-21,04S2516101-21_BV-SMAJ250CA.btw,3000,"SMD TVS DIODE (BV-SMAJ250CA),BV-SMAJ250CA(279~309V) -50~150? SMA(DO-214AC) Packing:Reel"
04S3620601-16,IN04S3620601-16,04S3620601-16_EM360XSMD.btw,3000,SMD GAS DISCHARGE TUBE EM3600XSMD(2880~4320V) F5.5*6*6 -40~125°C SMD Packing:Reel
05S1000001-41,IN05S1000001-41,05S1000001-41 _ES1 1A.btw,3000,"SMD U-FAST DIODE, ES1D 1A/200V VF=0.95Vmax(IF=1A) Trr?35ns -55~150? SMA(DO-214AC) Packing:Reel"
05S3000001-18,IN05S3000001-18,05S3000001-18_S3MB.btw,3000,"SMD RECTIFIER DIODE, S3MB 3A/1KV VF=1.1Vmax(IF=3A) -55-150? SMB(DO-214AA) Packing:Reel"
05S3080001-18,IN05S3080001-18,05S3080001-18_EFMC308,3000,"SMD U-FAST DIODE, EFMC308 3A/600V VF=1.7Vmax(IF=3A) -50~150? SMC(DO-214AB) Packing:Reel"
05S3181000-18,IN05S3181000-18,05S3181000-18_LM3Z18VT1G.btw,3000,"SMD Zener Diode, LM3Z18VT1G 18(16.8~19.1)V 1/5W 150°C SOD-323 Packing:Reel"
05S5231100-18,IN05S5231100-18,05S5231100-18_LMSZ5231BT1G.btw,3000,"SMD ZENER DIODE, 5.1V 1/2W SOD-123 Packing:Reel"
05S5248000-06,IN05S5248000-06,05S5248000-06_MMSZ5248B-TP.btw,3000,#N/A
05S5400000-06,IN05S5400000-06,05S5400000-06_BAT54WS-TP.btw,3000,CHIP SCHOTTKY DIODE BAT54WS-TP 0.2A/30V 125? SOD-323 Packing:Reel
06S1360201-05,IN06S1360201-05,06S1360201-05_STD13N60M2.btw,6000,SMD N-MOS STD13N60M2 11A/600V RDS(on)=0.38Omax(ID=5.5A) -55~150°C TO-252(DPAK) Packing:Reel
07M1030000-05,IN07M1030000-05,07M1030000-05_TSM103WAIDT.btw,2500,"SMD OPERATIONAL AMPLIFIER IC, TSM103WAIDT SO-8 Vref:2.5V Packing:Reel"
01S1103K11-00,IN01S1103K11-00,01S1103K11-00_110k_0402_1%.btw,10000,"SMD RES 0402, 110K 1/16W 1% -55~155?"
02S1530530-00,IN02S1530530-00,02S1530530-00_0603_153_10%.btw,5000,"SMD CAP 0603, 153K/50V X7R -55~125? ±10%"
07S8900301-54,IN07S8900301-54,07S8900301-54_HC89S003AF4P7TRM.btw,2500,SMD IC HC89S003AF4P7TRM-B -40~105? TSSOP20 Packing:Reel
07S5190001-50,IN07S5190001-50,07S5190001-50_MS51FB9AE.btw,2500,"SMD IC, MS51FB9AE, -40~105? TSSOP20 Packing:Reel"
01S1004210-00,IN01S1004210-00,01S1004210-00_0805_1M_1%.btw,5000,RES SMD 0805 1M 1/8W 1% -55~155°C
01S1501110-00,IN01S1501110-00,01S1501110-00_1206_1K5_1%.btw,5000,RES SMD 1206 1.5K 1/4W 1% -55~155°C
01S2201110-00,IN01S2201110-00,01S2201110-00_1206_2K2_1%.btw,5000,RES SMD 1206 2.2K 1/4W 1% -55~155°C
01S2208121-02,IN01S2208121-02,01S2208121-02_1206_2R2_5%.btw,5000,RES SMD 1206 2.2R 5% -55~155°C
01S3601210-00,IN01S3601210-00,01S3601210-00_0805_3K6_1%.btw,5000,RES SMD 0805 3.6K 1/8W 1% -55~155°C
02S6830530-00,IN02S6830530-00,02S6830530-00_0603_683K_50V_10%.btw,5000,SMD CAP 0603 683K/50V X7R -55~125°C ±10%
05S5246100-18,IN05S5246100-18,05S5246100-18_LMSZ5246BT1G.btw,3000,ZENER DIODE SMD LMSZ5246BT1G 16V 1/2W 125°C SOD-123 PACKING:REEL
01S3001210-00,IN01S3001210-00,01S3001210-00_0805_3K_1% (2).btw,5000,"SMD RES 0805, 3K 1/8W 1% -55~155°C"
01S3601210-00,IN01S3601210-00,01S3601210-00_0805_3K6_1%.btw,5000,RES SMD 0805 3.6K 1/8W 1% -55~155°C
01S0000K21-00,IN01S0000K21-00,01S0000K21-00_0402_0 OHM.btw,10000,SMD RES 0402 0R 1/16W 5% -55~155°C
01S0027Y11-21,IN01S0027Y11-21,01S0027Y11-21_MA251220FR200FZ.btw,5000,SMD RES (METEL ALLOY) 0.2R 2W 1% -55~170°CMA2512
01S0000220-00,IN01S0000220-00,01S0000220-00_0805_0 R_1%.btw,5000,SMD RES 0805 0R 1/8W 5% -55~155°C
01S0000320-00,IN01S0000320-00,01S0000320-00_0603_0OHM.btw,5000,RES SMD 06030R 1/10W 5% -55~155°C
01S1000K11-00,IN01S1000K11-00,01S1000K11-00_0402_100 ohm_1%.btw,10000,SMD RES 0402 100R 1/16W 1% -55~155°C
01S1102K11-00,IN01S1102K11-00,01S1102K11-00_0402_11k_1%.btw,10000,"SMD RES 0402, 11K 1/16W 1% -55~155°C"
01S1803K11-00,IN01S1803K11-00,01S1803K11-00_0402_180K_1%.btw,10000,SMD RES 0402 180K 1/16W 1% -55~155°C
01S3303K11-00,IN01S3303K11-00,01S3303K11-00_0402_330K_1%.btw,10000,SMD RES 0402 330K 1/16W 1% -55~155°C
01S3900K11-00,IN01S3900K11-00,01S3900K11-00_0402_390 OHM_1%.btw,10000,SMD RES 0402 390R 1/16W 1% -55~155°C
01S4303K11-00,IN01S4303K11-00,01S4303K11-00_0402_430K_1%.btw,10000,SMD RES 0402 430K 1/16W 1% -55~155°C
01S4701K11-00,IN01S4701K11-00,01S4701K11-00 _0402_4K7_1%.btw,10000,"SMD RES 0402, 4.7K 1/16W 1% -55~155"
01S5103K11-00,IN01S5103K11-00,01S5103K11-00_0402_510k_1%.btw,10000,"SMD RES 0402, 510K 1/16W 1% -55~155°C"
01S5602K11-00,IN01S5602K11-00,01S5602K11-00_0402_56K_1%.btw,10000,SMD RES 0402 56K 1/16W 1% -55~155°C
01S6801K11-00,IN01S6801K11-00,01S6801K11-00_0402_6k8_1%.btw,10000,"SMD RES 0402, 6.8K 1/16W 1% -55~155°C"
01S0018513-03,IN01S0018513-03,01S0018513-03_RLP25FEER050.btw,5000,SMD RES (METEL ALLOY) 0.05R 2W 1% -55°C~170°CRLP2512
01S1000310-00,IN01S1000310-00,01S1000310-00_0603_100 OHM _1%.btw,5000,SMD RES 0603 100R 1/10W 1% -55~155°C
01S1001210-00,IN01S1001210-00,01S1001210-00_0805_1k_1%.btw,5000,RES SMD 0805 1K 1/8W 1% -55~155°C 0805
01S1003210-00,IN01S1003210-00,01S1003210-00_0805_100K_1%.btw,5000,"SMD RES 0805, 100K 1/8W 1% -55~155°C"
